~iteration~,metric_loss,total_loss
0,0.7410544157028198,0.7410544157028198
50,0.6540526151657104,0.6540526151657104
100,0.5618876814842224,0.5618876814842224
146,0.6740307211875916,0.6740307211875916
196,0.4371829330921173,0.4371829330921173
246,0.485857754945755,0.485857754945755
292,0.4897609353065491,0.4897609353065491
342,0.5212307572364807,0.5212307572364807
392,0.47087204456329346,0.47087204456329346
438,0.5692188739776611,0.5692188739776611
488,0.4944438636302948,0.4944438636302948
538,0.4731934070587158,0.4731934070587158
584,0.53754723072052,0.53754723072052
634,0.46792587637901306,0.46792587637901306
684,0.5107668042182922,0.5107668042182922
730,0.4304531216621399,0.4304531216621399
780,0.41476699709892273,0.41476699709892273
830,0.4327472150325775,0.4327472150325775
876,0.4437144100666046,0.4437144100666046
926,0.5358836650848389,0.5358836650848389
976,0.4792933464050293,0.4792933464050293
1022,0.4404139220714569,0.4404139220714569
1072,0.43913623690605164,0.43913623690605164
1122,0.45524561405181885,0.45524561405181885
1168,0.46631690859794617,0.46631690859794617
1218,0.43575406074523926,0.43575406074523926
1268,0.45496875047683716,0.45496875047683716
